Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Australia,AUS,1626.73388672,1550.37390137,1752.93896484,2227.12768555,2744.08105469,2995.87255859,3174.86865234,3792.80981445,4083.42944336,3989.44116211,4947.96337891,5876.88525391,6038.87158203,5811.86865234,6098.25439453,5294.57226563,5423.82666016,5780.53710938,5830.1015625,5529.19482422,5952.890625,7039.57763672,6730.99511719,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Austria,AUT,2269.12646484,2282.515625,2497.8659668,3091.24023438,3594.65039063,3710.39794922,3882.98193359,4478.76855469,5057.76074219,4928.98779297,4800.79345703,5167.81787109,4966.09570313,5235.34130859,5393.60205078,4612.82373047,4709.87597656,4938.92041016,5337.21826172,5263.390625,5531.0234375,6520.49072266,5851.96240234,6208.64453125,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Azerbaijan,AZE,18.64016533,19.19010162,20.45606041,23.62244987,27.1906395,34.35204697,49.87102127,74.65649414,111.88427734,135.40127563,153.0665741,184.93493652,234.60324097,251.67863464,280.22314453,236.25979614,169.69596863,167.01565552,180.03610229,199.25746155,245.21949768,250.9887085,304.20162964,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Bahamas, The",BHS,948.88244629,995.71844482,1021.03601074,1062.43786621,1078.31152344,1153.21594238,1257.64587402,1351.08203125,1429.23681641,1416.92468262,1444.0065918,1442.24768066,1518.64953613,1559.34936523,1619.43212891,1588.58288574,1729.71435547,2118.64892578,1941.9576416,1941.60742188,1871.10473633,2037.53186035,2341.32348633,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bahrain,BHR,451.50253296,457.59741211,469.15478516,530.5446167,527.82989502,557.9574585,578.29705811,677.16290283,734.99511719,838.52880859,866.67224121,921.72064209,1038.1661377,1115.16906738,1122.16040039,1128.24291992,1095.92541504,1080.08898926,1041.8560791,1030.26379395,1101.79211426,1175.28198242,1110.67590332,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bangladesh,BGD,8.27585602,8.10025787,9.05402279,9.98434258,10.78997898,11.31403732,12.05988026,14.03898716,15.5619669,17.7030201,20.62105751,22.77348328,23.43771553,26.96918297,29.91152382,33.20998764,39.30647659,42.17510986,44.78892899,47.84217072,51.00624084,58.53958511,61.09237671,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Barbados,BRB,622.47875977,643.1159668,689.30773926,808.06054688,942.37701416,963.07849121,1028.39282227,1043.49401855,1136.53637695,1163.96875,1114.3729248,1163.2668457,1294.78674316,1246.16491699,1175.44348145,1154.62719727,1181.14257813,1182.00366211,1169.35559082,1168.11938477,1234.30041504,1391.49853516,1302.0592041,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Belarus,BLR,57.02944183,73.3659668,85.97066498,108.51013947,140.99655151,196.13806152,221.70170593,278.63424683,348.92633057,288.44775391,341.13800049,317.82492065,364.09957886,454.51959229,448.27426147,360.91937256,296.94720459,331.94082642,349.99176025,400.11621094,420.43655396,484.03930664,529.01873779,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Belgium,BEL,1849.91601563,1879.93457031,2084.7199707,2814.88037109,3312.74169922,3405.30175781,3545.24243164,4064.07568359,4652.54589844,4637.45019531,4530.05810547,4929.19873047,4704.67578125,4953.98193359,5079.82519531,4442.13037109,4542.66162109,4783.80664063,5176.85498047,5033.16601563,5144.98144531,5743.62109375,5404.62402344,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Belize,BLZ,138.99145508,163.102005,172.80645752,175.12486267,176.25566101,181.23458862,196.11968994,233.6493988,257.8269043,243.30648804,244.02867126,252.73461914,247.82728577,262.88650513,298.22598267,287.53118896,293.82302856,281.39849854,287.49368286,299.69824219,280.52630615,310.2124939,297.4163208,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Benin,BEN,14.42371464,16.26979828,16.9179287,21.06955719,24.52665329,25.12485313,26.60264206,26.79680061,28.12486076,29.58557701,29.29358101,31.75146866,32.95616913,33.53426743,32.41182327,27.34733391,28.24943924,28.14816666,33.21631241,28.372015,32.55360031,34.03829193,33.88216782,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bhutan,BTN,30.5911293,35.08880234,32.9380188,37.15467834,46.06135941,46.79434204,54.21236038,64.72015381,57.59343338,59.74616623,72.38789368,77.75431824,84.0940094,86.41462708,87.19132233,96.86671448,97.42939758,103.63583374,102.01222992,115.71811676,134.13723755,103.67519379,154.48924255,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bolivia,BOL,42.89028168,44.88241577,43.49106216,46.41044998,46.35359192,51.76200867,56.05701447,63.62155914,77.9777298,89.57923889,100.39356232,119.78379059,135.32060242,159.99380493,179.3274231,196.25799561,207.4511261,214.58572388,231.18806458,241.34619141,248.69514465,276.20880127,307.13800049,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bosnia and Herzegovina,BIH,106.5786972,105.10999298,118.87058258,168.42216492,222.27758789,241.64047241,281.26403809,363.86224365,459.29174805,409.29098511,406.13046265,456.96905518,444.93655396,475.07409668,493.07333374,430.83413696,450.44155884,471.32647705,529.85546875,546.4508667,594.8225708,697.07427979,667.29681396,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Botswana,BWA,206.93144226,203.01203918,206.11392212,269.58544922,297.2512207,281.38796997,258.01873779,305.22042847,324.54284668,336.53146362,389.55178833,427.70709229,418.82244873,433.29150391,418.82452393,374.79058838,389.3107605,471.05056763,447.4473877,438.28546143,386.28860474,492.14260864,477.83258057,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Brazil,BRA,313.92590332,271.56121826,248.37753296,253.08970642,297.68243408,387.93121338,489.53884888,607.73022461,713.67193604,728.55639648,906.0098877,1043.3548584,968.7277832,993.79608154,1030.66271973,796.15252686,810.20037842,954.75012207,880.28430176,868.17248535,680.76843262,768.27075195,848.57122803,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Brunei Darussalam,BRN,519.05047607,474.11706543,482.52624512,545.55560303,630.73266602,657.31945801,664.74499512,710.42297363,792.01367188,739.28015137,795.97766113,864.63787842,869.36553955,835.32452393,785.41210938,731.04980469,679.46929932,636.22973633,747.7253418,677.82629395,657.90374756,665.54083252,665.86773682,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bulgaria,BGR,94.51976013,119.82997894,148.1479187,195.74369812,233.11332703,267.74139404,294.10891724,361.23498535,455.54058838,459.30020142,484.75228882,555.86419678,558.64794922,547.45483398,605.25891113,521.41906738,562.34082031,624.55499268,689.90539551,697.8961792,856.70440674,1047.45739746,1011.09472656,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Burkina Faso,BFA,7.34345675,7.49485111,8.48715401,11.38967419,17.02963448,17.43081665,20.56399536,26.93720627,28.79026413,30.56930923,32.74515533,33.70409393,33.66717529,42.26796341,38.24516678,32.3375206,39.52329254,42.94480133,38.91588593,41.05052185,54.28778839,57.22399521,56.75708389,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Burundi,BDI,5.67927122,7.50815582,6.46998882,5.87316799,8.88248062,11.13118172,14.10514736,15.26294613,14.67025566,18.31996346,24.45114708,23.16802216,20.01195908,20.26322556,18.06601143,17.67567825,18.59472847,19.16801643,18.67819214,22.24477386,26.21934319,23.21740532,24.68718529,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Cabo Verde,CPV,59.54011154,63.55782318,69.12203979,84.6628952,93.43228912,96.08917999,113.13097382,127.73626709,127.78376007,130.19699097,146.0806427,157.06980896,174.66062927,191.1048584,193.39482117,150.28823853,157.39906311,184.75575256,204.45397949,195.76327515,235.4349823,282.93057251,285.9694519,..,..
