Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Gabon,GAB,123.05036926,120.76461029,131.85105896,166.37802124,181.99996948,189.56433105,211.75302124,253.09243774,270.23822021,281.60784912,206.87702942,261.37597656,225.07722473,261.29452515,233.05368042,187.27270508,207.50273132,192.47543335,209.28697205,205.99945068,225.32466125,228.84915161,247.09622192,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Gambia, The",GMB,74.83678436,55.65046692,35.99459839,28.3001461,32.15613174,33.2039566,33.41355896,35.91078568,40.0297699,34.59326172,32.99832535,31.05148888,29.56409264,25.59075928,17.33743477,19.67725563,20.77086067,21.55331612,22.5376339,23.21861267,26.85589027,25.39263344,28.89956109,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Georgia,GEO,52.25807953,56.36803818,66.08916473,80.6542511,105.09565735,132.22496033,152.0617218,195.9908905,281.84671021,270.2170105,285.15029907,312.96923828,345.60079956,355.7394104,367.32040405,292.76348877,319.31008911,302.26367188,329.89413452,306.46075439,351.94335938,413.7199707,477.70956421,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Germany,DEU,2344.41088867,2346.66918945,2567.50292969,3152.79418945,3459.82495117,3558.21337891,3698.04370117,4182.91601563,4669.76025391,4674.91943359,4611.421875,5037.49169922,4765.67871094,5100.15234375,5309.15478516,4627.27587891,4746.77539063,5065.43164063,5507.67675781,5488.53955078,5932.20019531,6638.20800781,6182.34375,6232.59130859,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ghana,GHA,10.4517746,12.14821911,14.30371571,18.89894867,23.49901009,38.4290123,49.24240494,57.21900177,63.33117676,62.34637833,80.57714844,91.68003845,81.94947815,105.34784698,78.46701813,78.21643066,64.86400604,54.10602188,53.37788773,71.14958191,97.37677765,94.40388489,82.32108307,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Greece,GRC,885.41052246,1004.81542969,1168.82409668,1566.40979004,1782.69592285,1935.26757813,2052.87548828,2426.75952148,2840.50854492,2809.05957031,2564.36938477,2338.91503906,1948.24853516,1832.02966309,1700.49438477,1481.41967773,1513.25915527,1509.7845459,1603.07788086,1569.02905273,1674.78417969,1846.37304688,1768.11071777,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Grenada,GRD,259.33764648,271.03814697,307.84365845,286.90512085,294.12390137,326.09225464,324.32067871,359.53503418,401.15072632,376.68447876,374.46508789,403.17129517,413.02658081,417.74581909,381.22598267,404.00680542,409.27841187,454.07266235,462.2394104,515.94726563,477.34429932,514.32141113,521.23730469,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guatemala,GTM,83.61930084,100.02039337,107.62042236,113.38285065,122.16271973,132.41906738,149.04266357,158.89395142,175.67254639,169.37559509,175.31318665,191.24732971,200.84880066,198.79296875,217.23764038,233.8447876,246.4538269,265.36593628,265.81820679,278.59024048,289.21640015,341.14865112,396.07998657,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guinea,GIN,22.71722412,21.76875114,24.83917809,25.60194969,26.41420937,19.66388702,16.15967941,22.64143372,22.97397041,23.71565628,22.59741783,24.12806129,23.70012856,25.90467834,36.63517761,43.41540527,38.46130753,32.63646317,34.88978195,42.16910172,41.1027565,44.10476303,55.03785324,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guinea-Bissau,GNB,13.2785511,14.82278728,14.36923409,14.83164978,18.45145988,21.07736206,22.78861237,26.15806961,34.94678879,27.60988426,31.61246872,44.72909927,37.75499725,46.05934143,64.99989319,52.45866776,56.60805511,54.8225174,58.8792572,54.16643524,68.1931076,68.37879181,66.05480957,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guyana,GUY,62.37635422,60.09927368,65.04125214,68.19880676,74.69225311,85.35713959,98.34314728,125.79258728,138.70043945,150.21723938,162.70393372,186.11392212,201.88832092,211.2910614,216.03759766,226.89404297,235.91662598,266.86364746,296.66903687,314.0977478,367.11260986,462.59054565,531.62786865,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Haiti,HTI,30.35855865,27.39323044,22.36586189,18.60943604,24.0406456,25.25854683,29.11877251,37.59618378,40.445961,41.39894867,55.73518753,77.12206268,75.08546448,59.38277435,65.10858917,68.50547791,60.06819153,53.80579758,62.30102539,49.32995987,44.4271965,57.62987518,52.29947662,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Honduras,HND,68.48374939,67.13735199,70.72001648,79.65468597,83.29620361,97.86359406,112.11707306,127.55919647,149.05706787,160.23144531,165.19970703,182.3137207,184.04154968,176.421875,172.52818298,169.97198486,177.8835144,169.07194519,178.1494751,183.75006104,212.7419281,253.63349915,251.04405212,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Hungary,HUN,313.10858154,359.69750977,473.12783813,682.86566162,798.45361328,895.20330811,893.20300293,1003.25805664,1117.20227051,943.68774414,983.11083984,1063.43237305,961.1383667,990.63116455,1006.15649414,870.51940918,914.1932373,985.07196045,1080.44775391,1054.28076172,1172.83972168,1381.62109375,1224.43383789,1407.48730469,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Iceland,ISL,2855.57470703,2528.5456543,3046.81665039,3839.6940918,4414.23339844,5079.68945313,4918.23339844,5803.81152344,4749.68408203,3622.97827148,3614.03833008,3937.31591797,3784.38378906,4095.67626953,4522.90576172,4303.84179688,5053.51757813,5992.05322266,6280.03857422,5912.00976563,5692.89111328,6722.421875,6851.62939453,7196.90917969,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,India,IND,18.47883415,19.74444199,20.15651703,21.89380074,24.9240799,27.49770737,29.37600899,35.63138962,37.65440369,38.05965042,44.79586029,48.18242264,48.45263672,55.46933746,56.3490181,58.12401581,59.72652817,56.66844559,57.46551132,60.6913681,63.83099747,75.54971313,79.51509857,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Indonesia,IDN,15.39148712,16.8734417,18.97848511,25.51065636,25.98270035,34.09753036,44.3965683,55.99677658,59.24273682,62.4021759,85.55950165,107.00540161,105.85425568,102.33824921,102.00482178,96.15701294,106.40021515,110.32610321,110.71585846,118.22380829,131.8225708,158.89761353,127.44384766,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Iran, Islamic Rep.",IRN,79.89089203,93.23036957,104.64105988,115.51907349,139.75932312,169.8145752,192.07597351,237.51042175,288.85775757,354.25738525,424.60494995,505.33276367,500.21826172,398.3994751,368.1918335,380.40643311,444.43972778,464.12908936,284.95181274,225.23252869,201.4589386,233.74671936,237.82546997,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Iraq,IRQ,..,..,..,26.98399925,51.81518173,53.0551796,56.76464462,100.59433746,139.28845215,140.1234436,144.54083252,161.89790344,174.48312378,186.78742981,178.98071289,149.07951355,199.88551331,197.23654175,232.86825562,241.73873901,248.04725647,251.59538269,254.62432861,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ireland,IRL,1564.83764648,1823.73474121,2200.35742188,2910.93212891,3483.16064453,3938.19116211,4147.1328125,4858.64501953,5638.77929688,5502.88769531,5133.45507813,5545.76416016,5210.36376953,5313.70947266,5316.26953125,4575.94482422,4726.31298828,5010.25634766,5187.05761719,5462.73095703,6098.26660156,6764.25878906,6448.02197266,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Israel,ISR,1473.00915527,1509.44506836,1355.33447266,1384.18737793,1438.98999023,1509.10583496,1555.56396484,1769.92504883,2126.11132813,2034.45812988,2237.90795898,2442.29052734,2405.1809082,2673.3371582,2804.23144531,2645.78857422,2783.82495117,3074.44604492,3199.41625977,3335.24511719,3616.50219727,4190.61328125,4223.87255859,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Italy,ITA,1524.23962402,1586.67272949,1762.53759766,2163.02563477,2565.62744141,2677.55224609,2832.69775391,3092.58227539,3504.11157227,3337.75073242,3217.68286133,3391.98925781,3086.30322266,3149.24267578,3154.27587891,2675.67163086,2699.73291016,2809.72143555,3002.76123047,2910.64672852,3062.09838867,3399.85766602,3134.68066406,3228.43505859,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Jamaica,JAM,194.91415405,180.66116333,174.66261292,149.80267334,182.9284668,190.21676636,185.86221313,250.94419861,282.24386597,227.90843201,254.69741821,274.10949707,260.90640259,253.8757782,256.99667358,284.7729187,285.60949707,323.37380981,332.90045166,341.90777588,323.30215454,371.14056396,468.34671021,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Japan,JPN,2751.38452148,2488.65185547,2412.35131836,2650.23852539,2884.67358398,2892.60473633,2763.53344727,2781.49365234,3223.29101563,3696.58422852,4071.80200195,5103.34326172,5232.36279297,4356.15527344,4121.21142578,3754.18115234,4194.22802734,4135.24316406,4265.77929688,4431.29980469,4486.63671875,4482.61816406,3889.35717773,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Jordan,JOR,151.33486938,161.33900452,164.75001526,161.87841797,175.04393005,185.0302124,188.72041321,208.03627014,275.17532349,316.92221069,303.8081665,321.59057617,325.97836304,308.94308472,302.14120483,301.63067627,278.13378906,289.04656982,289.47106934,294.92785645,286.19711304,301.28631592,295.13876343,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kazakhstan,KAZ,49.093647,49.36683273,56.88095856,72.90396881,108.43821716,139.57885742,170.9365387,174.33786011,245.79397583,240.99569702,240.6149292,293.73300171,365.04208374,358.91342163,369.68508911,310.01428223,255.84049988,272.98272705,266.92147827,263.61331177,329.57086182,391.81536865,420.97982788,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kenya,KEN,21.53400993,22.11487579,22.28772163,25.64012337,27.65002823,30.9943428,40.3040123,49.44605255,54.35681915,55.455616,58.8164711,57.02286911,64.48231506,67.59809875,72.84589386,70.94755554,73.88768005,66.46552277,75.27681732,85.64528656,86.59217834,94.1061554,90.43982697,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kiribati,KIR,65.61151886,85.88798523,92.96794891,102.43731689,132.29045105,131.88641357,126.86061859,148.0586853,190.33927917,167.97206116,133.15927124,141.5138092,146.6194458,154.34346008,155.38656616,118.3345871,157.72897339,179.57881165,208.73831177,177.93025208,239.24353027,262.54107666,217.68276978,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Korea, Rep.",KOR,475.2520752,503.15795898,537.16113281,685.28436279,765.10858154,945.30609131,1131.65930176,1256.11560059,1171.5625,1146.5637207,1413.15209961,1562.21313477,1591.78039551,1727.56616211,1909.91503906,1933.61779785,2015.13208008,2221.75146484,2493.33569336,2592.47851563,2649.33422852,3141.52246094,3049.67163086,3269.70385742,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kuwait,KWT,425.20968628,553.75134277,578.41534424,626.35095215,649.42504883,727.25366211,782.20379639,880.71105957,1069.46472168,1025.90490723,1050.41589355,1147.15539551,1216.8684082,1235.29321289,1293.8326416,1259.55786133,1292.71984863,1351.72387695,1658.60375977,1643.16491699,1523.4276123,1788.77563477,1700.31958008,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kyrgyz Republic,KGZ,12.0349474,12.87845421,14.4122982,21.68980598,26.37302399,34.93693161,44.5950737,49.61043167,62.77722549,59.93972397,60.67642975,78.73632813,98.66984558,103.59188843,93.15830994,79.54891205,71.52179718,76.60479736,65.34625244,61.39657974,61.40720367,72.58777618,85.87857056,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lao PDR,LAO,14.10313892,14.46665001,12.90540886,17.59125519,16.23278809,17.33082581,19.22654533,24.56666374,26.74945259,35.71521378,34.52460861,27.11878395,32.46548843,43.49770355,45.53330612,52.04236603,54.3762207,61.42248535,57.1708374,67.57865143,51.96581268,68.61697388,41.34779739,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Latvia,LVA,181.57072449,205.02047729,237.29516602,280.50878906,393.29806519,440.8097229,552.30163574,775.19146729,913.52148438,744.66162109,689.07720947,764.59179688,745.51745605,807.13000488,856.76654053,775.86431885,874.79772949,932.50158691,1101.49243164,1183.1151123,1313.35412598,1897.95275879,1642.47131348,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lebanon,LBN,425.70095825,416.57485962,391.74139404,373.35971069,368.01425171,347.40252686,401.43670654,438.71112061,462.17767334,496.88284302,567.25506592,640.69805908,588.83917236,576.87176514,569.97937012,572.07220459,640.96563721,671.77996826,740.46942139,779.60778809,518.296875,311.84085083,392.38327026,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lesotho,LSO,23.71122551,28.22144127,23.2145462,32.02215576,41.18851089,41.66717911,49.67809296,65.80387878,69.06710052,80.82315063,88.61594391,118.72569275,126.1050415,131.54730225,121.34915924,105.09508514,91.45993805,115.9289093,131.43312073,236.44024658,97.32032776,116.60222626,133.70170593,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Liberia,LBR,8.48562813,6.83265972,6.94840527,6.09226465,18.00925446,20.4276638,19.2805481,15.85356617,26.30083656,51.79761505,50.15371704,53.83006287,49.88091278,48.22105026,59.32390976,69.40925598,67.68016052,71.56608582,71.17150116,51.1932373,76.11009979,92.3295517,99.65045929,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Libya,LBY,247.1134491,255.77108765,181.7310791,189.72729492,200.83604431,209.878479,231.11968994,269.63085938,312.11196899,342.20449829,380.58596802,305.20037842,592.46356201,594.65338135,462.19216919,433.06808472,464.47531128,466.08538818,544.88079834,552.73168945,472.62240601,306.70458984,278.3821106,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lithuania,LTU,217.1761322,218.81802368,254.36688232,338.86306763,366.95968628,438.93267822,536.05737305,704.29315186,936.50933838,864.73638916,805.2244873,925.47161865,896.93707275,958.92718506,1021.23297119,920.19976807,988.5279541,1078.17138672,1249.03100586,1369.97949219,1520.39221191,1854.28051758,1829.66320801,1988.94665527,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Luxembourg,LUX,2901.19995117,3109.20141602,3600.86743164,4607.40283203,5610.35351563,5818.14599609,6070.73583984,6671.26513672,7578.74951172,7670.59375,7459.83544922,7174.73925781,6029.47460938,6356.64453125,6547.03466797,5421.93212891,5475.13964844,5713.11865234,6227.08398438,6221.73876953,6785.86230469,7632.57275391,7022.62695313,7504.58496094,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Madagascar,MDG,11.1882658,13.13894939,15.01983547,17.64075851,14.29298973,15.9498682,16.44085503,19.33553123,20.91898537,19.56957817,21.13975906,22.88667488,19.30151749,19.33186913,22.56570244,22.29386139,24.20793915,23.62072182,21.12731934,15.50084877,16.78295326,17.17938805,16.32154655,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Malawi,MWI,8.84964848,7.42542601,11.17413807,12.3155899,15.94395351,17.2403183,20.95054436,25.02168465,32.73458099,35.56491852,33.99176025,39.29244232,32.53772354,39.53992844,35.337677,34.97310638,34.0307579,37.60110092,36.70302963,36.91519165,43.22896194,47.58463669,39.65991211,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Malaysia,MYS,111.8384552,114.91710663,121.61391449,142.21202087,153.86297607,162.17677307,200.54800415,230.5599823,263.67819214,245.64353943,285.64263916,343.45877075,371.76046753,381.69210815,414.4392395,368.77331543,350.71160889,366.36639404,409.84710693,419.32568359,406.52005005,476.94366455,458.21963501,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Maldives,MDV,219.8586731,229.80044556,249.48114014,240.54026794,304.5932312,335.13778687,403.94284058,478.24349976,775.14593506,679.66296387,608.87176514,588.20758057,647.11553955,671.65325928,707.39245605,837.47290039,1017.99908447,961.57415771,833.21575928,880.79962158,845.82440186,1057.34313965,1150.68554688,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mali,MLI,14.00467396,13.15898132,15.8949194,18.7693882,21.72006226,23.9734993,26.93185234,29.63539696,33.2138176,34.64718246,31.36423492,31.67959213,27.53107071,30.09257126,35.7261734,28.97842216,27.58086205,28.49467659,31.16962624,31.4089489,28.20211601,30.61906815,29.74292755,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Malta,MLT,647.10150146,685.98400879,830.64630127,1074.09313965,1223.85742188,1379.68640137,1474.48449707,1596.12316895,1751.16503906,1677.36230469,1733.66882324,1960.06115723,1898.60144043,2121.08227539,2456.43481445,2243.46704102,2321.15332031,2551.71606445,2753.51098633,2943.63208008,3135.40527344,3641.61938477,3352.77490234,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Marshall Islands,MHL,306.73342896,269.22146606,309.72741699,338.22610474,363.40332031,490.59927368,613.29852295,485.01657104,536.23034668,543.67626953,548.59899902,376.39205933,410.4979248,445.42425537,449.90563965,557.35211182,619.35668945,553.06298828,702.8359375,793.66851807,687.02435303,782.16351318,758.44873047,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mauritania,MRT,23.00290108,23.28163338,25.96999741,29.51877594,31.47280884,34.00539017,35.14922333,40.41820145,49.2858696,44.64679718,43.759655,47.77469254,49.2515831,55.47412872,59.29050827,57.1233139,49.90084076,55.22446442,49.68307495,54.63365555,53.89974594,73.6309433,90.41540527,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mauritius,MUS,115.89820862,116.36106873,132.38633728,157.68417358,184.74328613,192.13858032,203.24180603,229.2313385,312.88540649,301.67260742,357.17382813,385.76248169,387.1026001,440.00280762,544.44122314,515.72247314,540.39239502,594.86120605,640.62182617,639.18286133,541.95184326,593.77947998,590.93572998,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mexico,MEX,319.34719849,364.39672852,385.61471558,411.83197021,446.13604736,483.97970581,514.29864502,558.06530762,573.11114502,492.59887695,534.08520508,565.31738281,582.48297119,625.59765625,609.82232666,553.91259766,489.92230225,512.54974365,528.26306152,549.72601318,535.11669922,606.13415527,650.97070313,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Micronesia, Fed. Sts.",FSM,161.47862244,181.29023743,169.95617676,208.84524536,257.89633179,397.91644287,403.95806885,409.62240601,448.39755249,492.5491333,581.45568848,379.53436279,372.10220337,354.82269287,345.01589966,362.27624512,399.74655151,408.86560059,426.75872803,424.89938354,402.98059082,398.76144409,396.7605896,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Moldova,MDA,21.37988663,25.3985939,33.9242363,38.43836975,64.60713959,79.33213043,100.10816193,135.44366455,185.56115723,208.53004456,198.28894043,214.98246765,223.61895752,231.66229248,230.76982117,186.43643188,171.18476868,243.94540405,276.47143555,284.30029297,306.64892578,410.12298584,398.14910889,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Monaco,MCO,2968.43188477,3047.76098633,3359.671875,4822.00146484,5671.20849609,5876.08105469,6140.17773438,7025.23681641,8307.68554688,8157.43505859,8016.66992188,8302.79492188,7868.83154297,8455.65527344,8678.04394531,7348.51708984,7149.51806641,7098.20507813,7616.03564453,7512.53173828,7579.64404297,8222.6640625,7655.94042969,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mongolia,MNG,28.13583946,27.85225105,30.67812347,27.18718147,33.7024498,38.04277039,49.52784348,66.17643738,97.26833344,76.7000351,99.50933838,135.98664856,169.6519928,180.41543579,176.69651794,165.19296265,168.41404724,160.4889679,188.64115906,197.57131958,188.77464294,330.03753662,448.24212646,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,571.65600586,535.16223145,597.17596436,581.40106201,582.18743896,604.88665771,623.68841553,745.7520752,754.77441406,896.24884033,1024.2565918,1107.06445313,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Morocco,MAR,54.63968277,56.55395889,63.57953644,77.74629211,91.17259979,97.19748688,110.22368622,131.86448669,153.23677063,165.50694275,168.36595154,179.00019836,172.04353333,179.81974792,188.6415863,162.85198975,162.21507263,166.8500061,175.70518494,177.84625244,185.45245361,211.94190979,199.21412659,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mozambique,MOZ,7.00877714,8.53719139,10.00207806,11.03660774,14.12452602,18.40718079,18.05057144,19.29700851,24.48562622,27.68954468,26.26061249,30.42516136,35.24672699,41.5031395,43.50259018,40.35658646,31.85357285,36.75825882,41.29206467,41.01906586,34.87546539,45.22790909,49.4729538,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Myanmar,MMR,4.47214985,4.62700701,7.0817728,6.57480383,7.01517916,7.65254498,8.47415161,9.91384029,14.70817947,18.70313454,20.23270416,27.40522575,37.25568008,37.68575287,54.28113556,63.62335968,59.67910385,59.51782608,60.83261871,53.72147369,66.02284241,71.14800262,57.96875763,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Namibia,NAM,200.10691833,185.65335083,173.55830383,257.13796997,347.41690063,374.68215942,409.22375488,463.44381714,411.6569519,384.44067383,519.55053711,565.43469238,550.6829834,484.64331055,452.2585144,476.50942993,409.78106689,448.58221436,439.87658691,397.42849731,344.69924927,413.51190186,405.59393311,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nauru,NRU,463.77734375,349.01687622,298.91278076,273.59832764,216.23666382,328.92779541,363.46365356,586.8157959,809.65649414,575.39526367,626.21124268,672.27624512,873.81658936,831.84564209,760.04394531,979.76556396,981.88366699,1127.47509766,1221.42358398,1213.86804199,1270.52563477,1809.3338623,2264.20239258,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nepal,NPL,8.34249592,10.26854038,10.46419716,11.06888008,12.92468262,14.14693356,13.68047714,17.13900185,18.86374855,20.86620903,29.62231827,34.14775085,33.64963913,35.14327621,41.9739151,46.49585342,47.1232872,49.63053513,51.16128922,53.61107254,59.07941437,66.54234314,88.26616669,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Netherlands,NLD,2028.18139648,2175.73046875,2544.81347656,3244.35644531,3689.46435547,3823.48095703,4080.21972656,4696.14160156,5382.44580078,5282.74316406,5191.69384766,5562.12109375,5284.64990234,5532.72607422,5601.88574219,4676.56201172,4644.02099609,4934.57519531,5330.66015625,5340.61279297,5865.90527344,6554.96826172,5796.03466797,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,New Zealand,NZL,1054.28100586,1053.73632813,1250.12634277,1610.73034668,1981.9720459,2295.37182617,2304.06518555,2705.66430664,2850.05834961,2712.92041016,3232.71362305,3655.53637695,3854.95629883,4012.08374023,4184.59765625,3582.66357422,3702.37109375,3849.74169922,3907.59912109,4059.05639648,4214.57177734,4967.38183594,4804.37792969,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nicaragua,NIC,53.29532623,57.69081879,58.15333939,62.13036346,66.54763794,73.65701294,79.3536377,93.93821716,109.20231628,112.75749207,117.70147705,125.13540649,133.64489746,140.20372009,156.22232056,165.18948364,171.5748291,181.75810242,172.9760437,166.49009705,165.88038635,204.21273804,208.47544861,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Niger,NER,9.10514259,9.74551487,10.91576767,12.63532829,14.1569891,18.03248978,19.30820656,20.80476379,24.75069427,24.51097679,23.7641449,24.84123039,22.71487427,24.61338997,25.09494019,25.96905327,22.68474007,29.09627533,30.61364555,31.89424324,35.75509644,35.39406204,26.50681686,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nigeria,NGA,17.15887642,17.96053314,17.53752899,37.91439438,42.81798172,52.24337006,63.63072205,66.90659332,77.45053101,65.71811676,73.008255,80.2377243,87.89523315,97.29588318,102.39888763,92.91207123,75.52328491,70.31814575,63.60244751,67.6254425,67.91384888,81.87322235,90.92185211,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,North Macedonia,MKD,162.68013,150.4312439,172.87971497,214.29603577,230.68000793,229.81243896,242.60142517,263.25378418,313.61117554,297.88058472,308.09429932,335.13171387,317.978302,361.13168335,357.63867188,322.25213623,347.44271851,375.3303833,426.57290649,469.47344971,510.81011963,636.65447998,561.69281006,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
